Cities,北京市,天津市,石家庄市,唐山市,秦皇岛市,邯郸市,邢台市,保定市,张家口市,承德市,沧州市,廊坊市,衡水市,太原市,大同市,阳泉市,长治市,晋城市,朔州市,晋中市,运城市,忻州市,临汾市,吕梁市,呼和浩特市,包头市,乌海市,赤峰市,通辽市,鄂尔多斯市,呼伦贝尔市,巴彦淖尔市,乌兰察布市,兴安盟,锡林郭勒盟,阿拉善盟,沈阳市,大连市,鞍山市,抚顺市,本溪市,丹东市,锦州市,营口市,阜新市,辽阳市,盘锦市,铁岭市,朝阳市,葫芦岛市,长春市,吉林市,四平市,辽源市,通化市,白山市,松原市,白城市,延边朝鲜族自治州,哈尔滨市,齐齐哈尔市,鸡西市,鹤岗市,双鸭山市,大庆市,伊春市,佳木斯市,七台河市,牡丹江市,黑河市,绥化市,大兴安岭地区,上海市,南京市,无锡市,徐州市,常州市,苏州市,南通市,连云港市,淮安市,盐城市,扬州市,镇江市,泰州市,宿迁市,杭州市,宁波市,温州市,嘉兴市,湖州市,绍兴市,金华市,衢州市,舟山市,台州市,丽水市,合肥市,芜湖市,蚌埠市,淮南市,马鞍山市,淮北市,铜陵市,安庆市,黄山市,滁州市,阜阳市,六安市,亳州市,池州市,宣城市,福州市,厦门市,莆田市,三明市,泉州市,漳州市,南平市,龙岩市,宁德市,南昌市,景德镇市,萍乡市,九江市,新余市,鹰潭市,赣州市,吉安市,宜春市,抚州市,上饶市,济南市,青岛市,淄博市,枣庄市,东营市,烟台市,潍坊市,济宁市,泰安市,威海市,日照市,莱芜市,临沂市,德州市,聊城市,滨州市,菏泽市,郑州市,开封市,洛阳市,平顶山市,安阳市,鹤壁市,新乡市,焦作市,濮阳市,许昌市,漯河市,三门峡市,南阳市,商丘市,信阳市,周口市,驻马店市,济源市,武汉市,黄石市,十堰市,宜昌市,襄阳市,鄂州市,荆门市,孝感市,荆州市,黄冈市,咸宁市,随州市,恩施土家族苗族自治州,仙桃市,潜江市,天门市,长沙市,株洲市,湘潭市,衡阳市,邵阳市,岳阳市,常德市,张家界市,益阳市,郴州市,永州市,怀化市,娄底市,湘西土家族苗族自治州,广州市,韶关市,深圳市,珠海市,汕头市,佛山市,江门市,湛江市,茂名市,肇庆市,惠州市,梅州市,汕尾市,河源市,阳江市,清远市,东莞市,中山市,潮州市,揭阳市,云浮市,南宁市,柳州市,桂林市,梧州市,北海市,防城港市,钦州市,贵港市,玉林市,百色市,贺州市,河池市,来宾市,崇左市,海口市,三亚市,儋州市,五指山市,琼海市,文昌市,万宁市,东方市,定安县,屯昌县,澄迈县,临高县,白沙黎族自治县,昌江黎族自治县,乐东黎族自治县,陵水黎族自治县,保亭黎族苗族自治县,琼中黎族苗族自治县,重庆市,成都市,自贡市,攀枝花市,泸州市,德阳市,绵阳市,广元市,遂宁市,内江市,乐山市,南充市,眉山市,宜宾市,广安市,达州市,雅安市,巴中市,资阳市,阿坝藏族羌族自治州,甘孜藏族自治州,凉山彝族自治州,贵阳市,六盘水市,遵义市,安顺市,毕节市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,黔南布依族苗族自治州,昆明市,曲靖市,玉溪市,保山市,昭通市,丽江市,普洱市,临沧市,楚雄彝族自治州,红河哈尼族彝族自治州,文山壮族苗族自治州,西双版纳傣族自治州,大理白族自治州,德宏傣族景颇族自治州,怒江傈僳族自治州,迪庆藏族自治州,拉萨市,林芝市,西安市,铜川市,宝鸡市,咸阳市,渭南市,延安市,汉中市,榆林市,安康市,商洛市,兰州市,嘉峪关市,金昌市,白银市,天水市,武威市,张掖市,平凉市,酒泉市,庆阳市,定西市,陇南市,临夏回族自治州,甘南藏族自治州,西宁市,海东市,海北藏族自治州,海南藏族自治州,海西蒙古族藏族自治州,银川市,石嘴山市,吴忠市,固原市,中卫市,乌鲁木齐市,克拉玛依市,吐鲁番市,哈密市,昌吉回族自治州,博尔塔拉蒙古族自治州,巴音郭楞蒙古自治州,阿克苏地区,喀什地区,和田地区,伊犁哈萨克自治州,塔城地区,阿勒泰地区,石河子市,阿拉尔市,五家渠市,香港特别行政区,澳门特别行政区
北京市,inf,11.85527691,5.725960146,12.74990295,9.573569968,6.598758924,4.861947939,27.36362448,37.85403969,33.92674097,8.884310908,43.35829607,7.237649025,1.866885159,6.745428711,2.776043499,2.365079237,1.971749726,2.685251439,1.262615276,2.307638327,2.170976625,2.623083181,1.148954921,4.490497883,3.478207263,1.181199149,10.16907639,3.440307715,1.632758949,3.689038995,2.274174513,4.277844134,2.373995469,6.528485292,1.006690213,1.832064465,3.011436084,1.549913759,1.520535925,1.430041992,2.650242737,2.407338391,1.731867704,2.44744114,0.873998834,1.880394958,0.922225308,3.766624999,4.738437561,2.044606198,2.642182593,0.951116024,1.261310595,1.765767752,1.757528278,1.088149057,1.537315085,2.418887286,2.917648675,2.71599666,2.191042589,1.691959574,1.540079896,1.821260829,1.675830503,1.945081201,1.070289332,2.925658361,1.535974393,1.018518084,2.063301531,1.511004117,1.195971481,0.447352167,1.202705589,0.354638787,0.271892776,0.618254505,0.957494531,0.602040834,0.802686979,0.754986057,0.423930344,0.502228218,0.708949478,0.858646821,0.194674085,0.095509311,0.104180168,0.09932715,0.035467757,0,0.446296502,0.555168755,0.030506351,0.168234881,0.80182253,0.7281362,0.703907183,0.507933477,0.49220411,0.518055959,0.433504426,0.697815029,1.26126707,0.421489175,1.015887942,0.561085263,0.65142352,0.411889284,0.375424369,0.709716847,0.66919218,0.190652481,0.428714791,0.072290872,0.186086045,0.536392371,0.314893867,0.359077356,0.906190688,0.577120838,0.404160315,0.630064183,0.423875317,0.324139403,0.59327645,0.653169257,0.3745283,0.485966087,0.347976754,1.937393593,1.848644786,1.672563739,1.431970474,2.168167787,2.353513171,1.766470544,1.678614278,2.297255491,2.221823813,1.378125412,1.066749143,1.559838542,3.355284749,2.936369849,1.800069948,2.557695425,0.991432109,0.798016895,1.395118705,0.838900308,2.08703423,1.280795292,1.099815144,0.928234698,2.416743869,0.888461199,0.788699717,0.914333867,1.963154762,1.2244845,2.68705253,1.590480682,1.573991923,0.806801205,0.863935155,0.344766466,0.844522471,0.956348028,0.986574886,0.188510237,0.488856195,0.562630034,0.429618628,0.455792279,0.427987907,0.831954497,0.358851208,0.282745629,0.319701677,0.333407671,0.657732384,0.466907555,0.35047378,0.421745069,0.291057074,0.459225832,0.60527721,0.674407902,0.246481505,0.441068202,0.30621331,0.475146168,0.43732113,0.360663913,0.333485709,0.035415943,0.266554619,0.565891442,0.020334429,0.008345253,0.012232888,0.465022159,0.092980993,0.022556275,0,0.078303918,0,0,0.082288703,0,0,0,0,0,0.020143623,0.411475348,0.284098372,1.018714694,0.188219672,0.755693568,0.23870168,0.092624637,0.063065633,0.035148787,0.132101119,0.014809903,0.055167815,0.015582903,0.099534684,0.640318394,3.001769125,0.35362882,0.401066764,1.172291547,0.8097604,1.033089314,0.480816735,0.166725602,0.046857222,0.477998203,0.232304031,0.127845314,0.199826352,0.506827216,1.678954956,0.595641917,0.070357608,1.018757006,0.703058188,0.128827926,0.138539082,0.233399445,0.189774711,0.466810091,0.395667156,0.156448672,0.096473585,0.210258456,0.279715254,0.140193598,0.243434909,0.09158346,0.253190359,0.116015171,0.386457982,0.08254676,0.087539034,0.073036215,0.222771357,0.423225264,0.099244471,0.280439818,0.202501437,0.168847837,0.129442297,0.254209487,0.100406409,0.09584097,0.530915386,0.098193466,0.135918574,0.484671659,0.079056175,0.707993516,0.101675235,0.164239445,0.064530025,0.081728912,0.009702356,0.741986829,0.470869793,0.307671369,0.139645372,0.054752358,0.602048722,0.091503013,1.07374315,0.422098887,0.804192592,0.374397711,0.584700183,0.755741179,0.866631368,1.152651805,0.651771726,0.389666152,0.947753408,0.466839724,0.721652606,0.499006593,0.94972699,0.527381817,0.827811179,0.559204381,1.036568342,1.117055132,0.389587697,0.884812034,0.310242013,0.099458887,0.860166818,0.178544392,0.100268044,0.089819099,0.335568505,1.141987311,0.479437313,0.289435725,0.300112635,0.373139371,0.93220122,0.794188486,0.24822801,0.872617241,0.272854456,0.190227063,0.674584117,0.389257904,0.515092052,0.729643529,0.424283971,0.146950056,0.244898308,0.284528699,0.192485058,0.109344494,1.716802534,1.4318156
天津市,4.458201508,inf,1.806775084,20.84944851,5.471267245,5.470594322,1.85450357,3.523713838,3.469708782,4.590273163,16.57698426,11.54121566,3.034615448,0.406368247,1.412364266,0.711903298,0.601732278,0.256954018,0.648442403,0.520771596,0.483501962,0.58715867,0.608546801,0.447447238,0.66808853,0.598538562,0.224577944,1.991059347,0.920980106,0.249942671,1.020846641,0.554118249,0.772115696,0.625521198,0.855480619,0.091641063,0.553819341,0.877297141,0.589250472,0.617392342,0.534051083,0.66432973,0.871219881,0.629065294,0.732552903,0.316639676,0.688328501,0.354156204,1.137326049,1.985562144,0.628431088,0.765615586,0.36470421,0.552466467,0.964323838,0.66300815,0.360606042,0.569480754,0.617330982,0.871296072,1.377114811,0.527362143,0.472292545,0.376509091,0.474527011,0.648878262,0.459945394,0.317525768,0.723120988,0.549647907,0.416188181,0.400744238,0.070237923,0.161787313,0,0.290353409,0,0,0,0.269789304,0.063302894,0.307919151,0.072692651,0.040311714,0.049831175,0.073905246,0,0,0,0,0,0,0,0,0.112192681,0,0,0.096244133,0.062475884,0.055758832,0.037546638,0.008383871,0.06891735,0.00739539,0,0.143440073,0.013348811,0.411894376,0,0.165882273,0,0,0,0.102073089,0,0,0,0,0,0,0,0.049035103,0.106980738,0,0.015990789,0,0,0,0,0,0,0,0.657327534,0.632371737,0.668200192,0.369335829,1.113365557,0.73130881,0.715959705,0.601895558,0.790923385,0.624270814,0.431042689,0.453162132,0.470687993,3.88201676,1.24520584,2.557101264,0.853563015,0.156635824,0.193862144,0.26241467,0.175165805,0.650774768,0.490232103,0.314713477,0.16616608,0.869960629,0.117365122,0.111172689,0.039700375,0.399548528,0.364855683,0.333395837,0.312166945,0.338289933,0.038729105,0.078550566,0,0.075761586,0,0.027384654,0,0,0.067426099,0,0,0,0.078018135,0,0.008004424,0.022692604,0.020054907,0.021798001,0,0.008464174,0.011422511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01267636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015348815,0.006032174,0.228697832,0,0.13506757,0.007152876,0,0,0,0,0,0,0.007769449,0,0.097109251,0.920182325,0.039438772,0.024405821,0.161878856,0.056473522,0.205855124,0.078050023,0.027406298,0.034494948,0.078523528,0.029693077,0.011849532,0.008174727,0.043467442,0.25924268,0.116479201,0.012573058,0.081274856,0.102518822,0,0.004115754,0.004828644,0.010051899,0.029854104,0.011977228,0.003542779,0.016146932,0.019461235,0.006280788,0.010884331,0,0,0,0.002931178,0,0.002580115,0.013318634,0.003985199,0.022407845,0,0.011689554,0,0.004761591,0,0,0,0,0,0.030015042,0,0,0.10756528,0,0.176162931,0,0.003648658,0.089169375,0,0,0.323067995,0.010529336,0.006467694,0.011232676,0,0,0.035263613,0.141979124,0.015572652,0.064145997,0.040384913,0.062956621,0.145729256,0.058350458,0.232603081,0.033639129,0.019679767,0.130727672,0.028406332,0.099580016,0.126213033,0.153742038,0.186839543,0.108511029,0.189714007,0.173145178,0.401187671,0.032429681,0.22857498,0.097606102,0.040257135,0.012278059,0.034120819,0.010834687,0.029486995,0,0.128295566,0.106651354,0.037377983,0.043628072,0.021309119,0.110457461,0.030784639,0,0.015669855,0.005714938,0.014084118,0,0,0,0.527885672,0.085203958,0.012593039,0.06934426,0.005139452,0.027000357,0.026867272,0.228988485,0.325381944
石家庄市,2.230990395,1.815094299,inf,3.832100041,3.980366005,11.40594921,30.18796109,15.30781547,5.608304172,4.57031152,6.65419736,1.794831171,19.64954534,1.052761004,0.766457068,11.00266314,0.737423773,0.571412869,0.500104858,2.209694767,0.462877367,2.621512693,0.513440902,0.749693239,0.442682042,0.441400509,0.15143539,0.500620686,0.135272679,0.364397872,0.077514685,0.274015119,0.42560847,0.165951045,0.524653677,0.360787794,0.175258165,0.116031736,0.136717345,0.084791328,0.120753219,0.063531043,0.225479481,0.178438291,0.142069577,0.085641103,0.15653281,0.093542479,0.239244628,0.338831612,0.212277866,0.132224369,0.116985162,0.088146577,0.045659792,0.03963781,0.025463692,0.08054576,0.03697856,0.240672747,0.064822893,0.036971891,0.03147736,0.029848519,0.030778347,0.108312853,0.061137968,0.00866009,0.061338487,0.078625108,0.069389634,0.060606537,0,0,0,0.230457495,0,0,0,0.243043003,0.063578329,0.036633441,0,0,0,0.030493498,0,0,0,0,0,0,0,0,0,0,0,0.021615885,0,0,0,0.008126455,0,0,0,0,0,0,0,0,0,0,0,0.009400928,0,0,0,0,0,0.009226522,0,0.04308793,0.014494253,0,0,0,0,0,0,0,0,0,0.425369718,0.404545255,0.36306696,0.182896635,0.394811185,0.393921176,0.466702266,0.2787382,0.332449888,0.397939458,0.270585483,0.30482531,0.282333184,1.193844845,0.969060239,0.473793601,0.342760708,0.234862739,0.19719456,0.280306875,0.167468505,0.716614971,0.351009699,0.349747612,0.271395487,0.463414211,0.173401805,0.163725415,0.076744677,0.224036872,0.060940774,0.030375864,0.191928671,0.263677976,0.211833152,0.078236462,0,0.032489025,0.037823861,0,0,0,0.016606935,0,0,0,0.012685896,0,0,0,0.035078421,0.022213276,0.010803277,0.038100251,0,0,0,0,0.035553704,0,0,0,0,0,0.010119294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014399257,0.187850069,0,0.324445206,0.028422409,0,0,0,0,0,0,0,0.00680862,0.02036181,0.332622109,0.036738771,0.160293571,0.101231225,0.013854524,0.119865419,0.051884753,0.019930262,0.032417131,0.050561466,0.008306306,0.011849532,0.046560445,0.016248074,0.277258532,0.105622647,0.039285305,0.013622935,0.10579716,0,0,0.004924454,0.027742848,0.04213967,0.008072227,0,0.002365678,0.021071047,0,0.004605612,0.005427297,0,0,0.01509407,0.007571792,0,0,0,0,0,0,0,0.006122046,0,0,0.011352577,0,0,0,0,0,0,0,0.116405081,0.003717152,0,0,0,0,0,0.010809028,0.010374783,0,0,0.090026627,0.034404151,0.205435083,0.047213277,0.124603956,0.10963488,0.122444071,0.183308872,0.014123855,0.923184898,0.152849186,0.019769335,0.201760727,0.058927594,0.050005284,0.098082259,0.068549932,0.065353362,0.115120211,0.088473665,0.08249118,0.173452601,0.021797684,0,0.038611867,0.010169068,0.124258532,0.022406482,0.017558985,0.008533793,0.114814461,0.29453837,0.16178068,0.050972188,0.033903394,0.148038196,0.024964395,0.011214808,0.021075141,0,0.036164965,0.013039143,0.088555037,0,0,0,0.08148111,0.003759799,0,0.075536507,0.006980593,0.044483756,0.012441886,0.007494678
唐山市,1.755526064,6.625320017,2.427824902,inf,23.56149197,1.1504108,0.838385214,1.560130407,2.586039616,14.9283018,1.948069373,1.580458681,1.158094663,0.141726008,1.124776111,0.400919003,0.241074955,0.029802287,0.233034119,0.482929372,0,0.261342032,0.339003681,0.494671032,0.223791001,0.288077477,0.272675114,1.945781849,0.4566529,0.23297062,0.223662971,0.234511615,0.389409657,0.199022212,0.47511354,0.110800399,0.36432122,0.348552662,0.523907845,0.30243784,0.294671628,0.375057408,0.741413832,0.584004663,0.576231203,0.293281738,0.458923711,0.176429181,1.935810511,1.907335749,0.248191235,0.315013095,0.168590495,0.623816559,0.305847628,0.204763068,0.164937784,0.207324509,0.279996488,0.277295529,0.266341433,0.076413584,0.073007027,0.099662234,0.158554521,0.252296073,0.141720171,0.049298388,0.193183497,0.200244777,0.153806179,0.216148323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060218652,0.037299922,0.165130757,0.016644695,0.204009969,0.052938348,0.174795529,0.119598463,0.151516535,0.039296537,0.04933786,0.140431941,0.010796214,0.418261901,0.264463588,0.562415173,0,0,0,0,0,0.123333098,0.06251243,0,0,0.08409262,0,0,0,0.021982403,0,0,0,0,0.011381019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025590585,0,0,0,0,0,0,0,0,0,0.190666611,0,0.047326053,0,0,0,0,0.004040694,0,0,0.011841119,0,0,0,0.052334946,0.012705445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031629921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010173277,0,0,0.010692926,0,0,0,0,0,0,0,0,0,0,0,0.006514366,0.010800066,0,0,0,0,0,0.014284109,0,0,0,0,0,0,0.003911706,0,0.010345835,0,0,0.189496589,0,0.004126885,0.010300032,0,0,0.014405339,0,0,0,0,0,0,0,0,0,0,0.012454795,0,0,0,0.074082353
秦皇岛市,0.743911368,1.10472305,0.999675772,12.37113816,inf,0.347803091,0.23239915,0.585398848,0.724583528,3.199153735,0.577913799,0.564751071,0.539973739,0,0.421537697,0.015454376,0,0,0.076996784,0.120235416,0,0.015009147,0,0,0,0,0.0118938,0.48852641,0.284283356,0.010203619,0.441137924,0,0.015443639,0.193368854,0.00853354,0.01312378,0.371773384,0.122170357,0.262898999,0.218035261,0.123683692,0.309371824,0.950196817,0.379006272,0.497772356,0.189936516,0.440518,0.195260587,0.86969432,13.83328712,0.237395761,0.28907809,0.179527002,0.199451996,0.341698925,0.198492072,0.136576824,0.168547195,0.268133122,0.33431382,0.464921129,0.210241078,0.187623995,0.179965818,0.249440018,0.464804252,0.188065496,0.150719466,0.297205994,0.394230815,0.202094866,1.069200354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010109492,0,0,0,0,0,0,0.027135887,0,0.048310019,0,0.125367541,0,0,0,0,0,0,0.005883515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007794192,0,0.004050156,0,0,0,0,0,0,0.00625216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008077851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006197889,0.008846455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邯郸市,3.058310319,3.685171931,9.266465312,2.033850405,1.596207194,inf,18.64884845,2.832026548,1.373214807,0.974559554,1.503189661,1.489707264,2.426675405,0.828654803,0.626747546,1.643853375,6.396367712,1.461873035,0.565917445,1.591407694,0.429776666,0.684250876,1.090567556,0.976949544,0.271889371,0.39787003,0.195757215,0.273373715,0.031505777,0.547557228,0,0.218591677,0.285472332,0,0.261089622,0.053524417,0.12420382,0.32900218,0.146817244,0.142950803,0.200306209,0.067916162,0.100399723,0.199227665,0.069407023,0.013435605,0.212129909,0.06684235,0.148946507,0.170988544,0.027577155,0.089423092,0.039485852,0.011994869,0.033277683,0.023639534,0.002894251,0.008220161,0,0,0,0.029321529,0,0.009945558,0.024844985,0.013499679,0.008044566,0.005174115,0,0.019272249,0,0.019301662,0,0,0,0.179261872,0,0,0,0.046687267,0.018060917,0,0.287297762,0,0.175794981,0.145965981,0,0,0,0,0,0,0,0,0,0,0,0.011069636,0.366274638,0,0,0.020119727,0.021697087,0.042491096,0,0,0,0,0.534626738,0,0.029929044,0,0,0,0,0,0,0,0,0,0,0,0.007515539,0,0,0.024059299,0,0,0,0,0,0,0.486801947,0.782625156,0.321099594,0.215761232,0.307198303,0.615393194,0.921040747,0.379683422,0.6046687,0.577242069,0.545576263,0.520195298,0.311800026,0.621212782,6.148856866,0.407067416,0.673463293,0.366060883,0.241884947,0.34028629,0.208626147,11.67463829,1.425610255,0.84969349,0.323553054,5.972858536,0.223934261,0.154179418,0.179632738,0.090931528,0.135007744,0,0.165216107,0.136727308,0.300174536,0.023597518,0.107128673,0.017461847,0.050652002,0.032138465,0.015869598,0.011393154,0,0,0,0.015822995,0.029040048,0,0,0,0.033078783,0,0.011478482,0.019091554,0,0,0,0,0.009745435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019423448,0,0.013474584,0.255706991,0,0,0,0,0,0,0,0.070944012,0,0,0,0.032261878,0.01962129,0,0.018654809,0,0.059488452,0.005848389,0.01814139,0.010676888,0,0.011385241,0.016553598,0,0,0,0,0,0,0,0,0.010770924,0,0.018217821,0,0,0,0,0,0,0,0,0.026130281,0,0.002953131,0.002282163,0,0.009090768,0,0,0,0,0,0,0,0,0,0,0,0,0.020819385,0,0.007759097,0.003782041,0,0.004319863,0.005796378,0,0,0,0.023668309,0,0,0.025765203,0,0.149849182,0.046344394,0.18930658,0.147454243,0.144749448,0.244412206,0.028148577,0.462469164,0.322999373,0.060517937,0.024142365,0.053370912,0.119813968,0.052076576,0.023477152,0.023566672,0.046225273,0.064443895,0.022699566,0.213945608,0,0.058903033,0.005060241,0.004287934,0.039978017,0.006497145,0.017519533,0.0058016,0.017575638,0.176434295,0.17292007,0.050844525,0.049216892,0.110054987,0,0.029012461,0,0.286816555,0,0,0.088833663,0,0,0,0.01046971,0,0,0.040078836,0,0,0,0
邢台市,1.784559303,1.592506552,17.71642281,1.595458904,1.481330597,17.22851154,inf,2.246570723,1.065858387,0.845849121,1.677215288,1.040360568,8.398632122,0.622369344,0.684845907,1.621346479,1.153515261,0.375493934,0.325065972,1.447199496,0.079210891,0.560896798,0.499367781,0.480676252,0.257262257,0.353447382,0.106566615,0.173712155,0.021518216,0.35321494,0,0.176802677,0.162163466,0.025514083,0.219556014,0.048092049,0.015814966,0,0,0.009949931,0.051404092,0.010186815,0.0196092,0.030485842,0.020541395,0,0.023709455,0.010833653,0.08256181,0.023315535,0,0,0.022544135,0,0,0.016617382,0,0.012147454,0,0,0,0,0,0,0,0.012003193,0,0.007171096,0,0,0,0.01894233,0,0,0,0.01619935,0,0,0,0,0,0.014438667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016516553,0,0,0,0,0,0,0,0,0,0,0,0,0.474078652,0.318527409,0.265132225,0.124586441,0.238767649,0.212198548,0.453562413,0.250183227,0.285732171,0.171357188,0.318633434,0.247113288,0.330764918,1.624585091,7.003073997,0.315696752,0.301496415,0.195528496,0.053652945,0.126651346,0.016543272,0.595201421,0.353495813,0.24370296,0.187544414,0.434676584,0.123725823,0.105456879,0.03839422,0.020832087,0,0,0.023462838,0.01069539,0.112747182,0,0,0.043434776,0.02390295,0,0,0,0.008549524,0,0,0,0,0,0.007641558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01382807,0,0,0,0,0,0,0,0,0,0,0,0.009172729,0.005562092,0.0178134,0,0,0,0.010753032,0,0,0.006846103,0.006053464,0.003984565,0,0,0,0,0,0.008588223,0,0.006083261,0,0,0,0.006847208,0.003542779,0,0.005401446,0,0,0,0,0,0.007582083,0,0,0,0,0,0.007416571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764809,0,0,0,0,0,0,0,0,0.011915311,0.011361495,0,0.064733507,0.012364105,0.036576979,0.255046891,0.010287321,0.181757495,0.017285081,0.475164992,0.121385722,0.01168077,0.070786684,0.023232578,0.019580744,0.010469958,0,0,0.105314307,0,0.082440488,0.011771775,0.006508672,0.009431626,0.01256698,0.012036828,0.088128392,0.005217721,0.016560107,0.010002714,0.07683236,0.204091653,0.054005187,0.044705138,0,0.16601304,0.075085346,0,0.010503645,0.015276017,0.029541434,0.011573429,0.062613165,0.010496794,0,0.00935412,0.031075359,0.00473795,0,0.034813562,0.00944041,0.009668792,0,0
保定市,7.296308115,3.120497841,14.2080434,3.131967334,2.768860623,2.910327183,2.58985495,inf,5.916331091,3.364203848,9.754601906,5.883813125,7.558266181,0.501642593,2.425674815,1.63037144,0.480164645,0.398918749,1.125138623,0.629374802,0.317931023,2.21183079,0.357167068,0.305652743,0.65105259,0.691436943,0.216231574,0.97135298,0.295177908,0.448971952,0.26185399,0.570323994,0.725370821,0.210496418,0.887938694,0.104628905,0.154666684,0,0.242034828,0.076602247,0.072463746,0.171767579,0.275058401,0.150773805,0.273580263,0.088454356,0.200750819,0.094062609,0.482302893,0.444269048,0.160690283,0.098667167,0.13073001,0.091675856,0.142272243,0.106067631,0.086651195,0.183069549,0.068349612,0.128248073,0.104855552,0.076967639,0.084207491,0.051348571,0.06752843,0.067979275,0.056705956,0.050053744,0.108391104,0.092998292,0.069966102,0.19312875,0,0,0,0.016455541,0,0,0,0,0,0,0,0,0,0.047810958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027996138,0,0.008922028,0,0,0,0,0.014392825,0,0.021768827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011211204,0,0,0,0,0,0.270214965,0.192591465,0.263211742,0.094619715,0.321066846,0.326285789,0.393246039,0.21718745,0.264029945,0.195995287,0.185368529,0.224149279,0.136732082,0.771934012,0.61956446,0.501571007,0.353681488,0.137467158,0.142550778,0.257568396,0.06394967,0.333448112,0.238217044,0.221889153,0.148846602,0.378370305,0.161954041,0.098213552,0.093638583,0.147346675,0.108572382,0,0.145500788,0.184828832,0.16905314,0,0,0,0.045706791,0,0,0.015718867,0,0,0,0,0.011164017,0,0,0,0.03423056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006907293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047206924,0,0.096901793,0,0,0,0,0,0,0,0.012261434,0,0,0.204870746,0.009111383,0.010549989,0.086235692,0.041334798,0.117741912,0.009791724,0.019312467,0,0.027603668,0.027631804,0.020624574,0,0,0.150750846,0.073524786,0.016767464,0,0,0,0.025005278,0,0.019871908,0.019636044,0.022090541,0.010067971,0,0,0,0,0,0,0,0,0.045662125,0.006116093,0.002921332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010232838,0,0.018332485,0,0.008877308,0,0.011961538,0,0,0.014275868,0,0,0.008230585,0.01482551,0.052247995,0.068737499,0.008626628,0.09160362,0.083176889,0.066709177,0.338029269,0.145253158,0.047674725,0.085730154,0.014065406,0.048161361,0.007795753,0.046768381,0.037880811,0.033753086,0.052313015,0.043151344,0.184113964,0.062038334,0.010272643,0.020744273,0.004351512,0.104374205,0.012156822,0.018100101,0.020829142,0.110618026,0.212622266,0.10858541,0.020863192,0.022182769,0.035937859,0.044094616,0.017498142,0,0.064720196,0,0.010936504,0.210013712,0,0,0,0.007716098,0.005211061,0.017469889,0.010745548,0,0.027491543,0,0
